Nombre,Categoría,Subcategoría,Tlf Fijo,Tlf Móvil,Mail,Web,Localidad,Whatsapp eviado,Mail enviado
LA TENDA DE MARIA,servicios,servicios profesionales,-1,-1,-1,www.latendademaria.com,Vila-real,-1,-1
VOLS,moda y complementos,moda y complementos en general,964521513,-1,-1,www.esencia.volsgroup.com,Vila-real,-1,-1
ESPORT-2,"ocio, deportes y aficiones",material deportivo,-1,-1,-1,esport2.es/,Vila-real,-1,-1
LARTESANA,alimentacion,alimentacion en general,964539128,-1,-1,-1,Vila-real,-1,-1
BB BABY SHOP,moda y complementos,moda infantil y puericultura,964522286,-1,-1,www.babyshoptienda.com,Vila-real,-1,-1
EMPAPERART,hogar y decoracion,hogar y decoracion en general,-1,685970523,-1,www.empaperart.com,Vila-real,-1,-1
LA PANTERA GROGA,"ocio, deportes y aficiones",tienda de articulos eroticos/sex shop,964785327,-1,-1,-1,Vila-real,-1,-1
TEC-IDIOMES,servicios,"servicios de formacion (autoescuelas, academias...)",964534034,-1,-1,www.tec-idiomes.com,Vila-real,-1,-1
MANUS QUIROMASSATGISTA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,671346441,-1,www.manusquiromassatgista.com/,Vila-real,-1,-1
ESCAPAT,servicios,agencias de viaje,964785115,-1,-1,www.escapatviatges.com,Vila-real,-1,-1
SAO,servicios,servicios profesionales,-1,-1,-1,www.saopaisatgisme.com,Vila-real,-1,-1
CALZADOS PRIETO,moda y complementos,"zapatos, bolsos y complementos",964524264,-1,-1,www.portalcomerciante.com,Vila-real,-1,-1
PASTELERIA ARRABAL,alimentacion,pan y pasteleria,964520134,-1,-1,-1,Vila-real,-1,-1
BRICKFIELD CENTRE DIDIOMES,servicios,"servicios de formacion (autoescuelas, academias...)",965532445,-1,-1,www.brickfieldidiomas.com/,Vila-real,-1,-1
CIBERPAPEL,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964533844,-1,-1,-1,Vila-real,-1,-1
INFORTECNICS,"informatica, imagen y sonido",electrodomesticos y electronica en general,964788274,-1,-1,www.infortecnics.es/,Vila-real,-1,-1
VILA-MARC,hogar y decoracion,cuadros y enmarcaciones,964537121,-1,-1,www.vila-marc.com,Vila-real,-1,-1
CARTECH TUNING,vehiculos,mantenimiento y reparacion de vehiculos,964520669,-1,-1,www.cartech-tuning.com / www.cartech-tuning.es,Vila-real,-1,-1
NOVOA USO CORREDURIA SEGUROS,finanzas y gestion,seguros,964532790,-1,-1,-1,Vila-real,-1,-1
JOSE LUIS PEREZ FOTOGRAFO,"informatica, imagen y sonido",fotografia,964522433,-1,-1,www.joseluisperez.eu,Vila-real,-1,-1
DEBORA SANTOS. CENTRO DE ESTETICA,salud y belleza,peluquerias y salones de belleza,964033492,-1,-1,-1,Vila-real,-1,-1
OPTICA VILA-REAL,salud y belleza,opticas,964531368,-1,-1,-1,Vila-real,-1,-1
FOTO VIDEO LLEDO,"informatica, imagen y sonido",fotografia,964521313,-1,-1,www.fotolledo.com,Vila-real,-1,-1
FINCAS SEFER,finanzas y gestion,servicios inmobiliarios,946521017,-1,-1,www.fincassefer.com,Vila-real,-1,-1
VILA-REAL COMUNICACION ID,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964530981,-1,-1,www.revistapoble.net,Vila-real,-1,-1
CARNICERIA BOU,alimentacion,carnes / embutidos / huevos,964520271,-1,-1,-1,Vila-real,-1,-1
MODAS MOTA,moda y complementos,moda y complementos en general,964539089,-1,-1,www.modasmota.com,Vila-real,-1,-1
Fruites i Verdures Moreno,alimentacion,frutas y verduras,964055340,-1,-1,-1,Vila-real,-1,-1
EXPOANIMALIA,"flores, jardineria y animales",mascotas y accesorios,964861051,-1,-1,-1,Vila-real,-1,-1
FISIOTERAPIA A DOMICILI JUAN LINANA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,696793495,-1,www.fisioterapiadomicili.com,Vila-real,-1,-1
LAMPISTERIA GIL,hogar y decoracion,iluminacion,964522701,-1,-1,-1,Vila-real,-1,-1
PARVULARIO BABISOL,moda y complementos,moda infantil y puericultura,964530514,-1,-1,www.parvularibabisol.com,Vila-real,-1,-1
VILLALBA INTERIORISMO,hogar y decoracion,hogar y decoracion en general,964523264,-1,-1,www.villalbainteriorismo.com,Vila-real,-1,-1
L'ERMITA,servicios,servicios profesionales,-1,656796520,-1,www.lermita.es,Vila-real,-1,-1
PANADERIA LA ARTESA,alimentacion,pan y pasteleria,964527805,-1,-1,-1,Vila-real,-1,-1
PELUQUERIA BELLIDO,salud y belleza,peluquerias y salones de belleza,964520071,-1,-1,www.peluqueriabellido.es/,Vila-real,-1,-1
FONTAVILL,hogar y decoracion,fontaneria,964538832,-1,-1,www.fontavill.com,Vila-real,-1,-1
SERESVI,servicios,servicios profesionales,964532821,-1,-1,www.servisello.es / www.seresvi.com,Vila-real,-1,-1
ARMERIA RAUL,"ocio, deportes y aficiones",material deportivo,964522126,-1,-1,-1,Vila-real,-1,-1
PELUQUERIA JUANI NIETO,salud y belleza,peluquerias y salones de belleza,964533249,-1,-1,-1,Vila-real,-1,-1
ELSSALON,salud y belleza,peluquerias y salones de belleza,964526040,-1,-1,www.elssalon.net/,Vila-real,-1,-1
AUTOSERVICIO AURELIO,alimentacion,alimentacion en general,964522897,-1,-1,-1,Vila-real,-1,-1
PERFUMERIA FAYOS,drogueria - perfumeria,perfumeria especializada y belleza,964533545,-1,-1,www.fayos.com,Vila-real,-1,-1
MANTAS ANA,hogar y decoracion,hogar y decoracion en general,964521134,-1,-1,-1,Vila-real,-1,-1
JOYERIA RELOJERIA ALVARO,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964520766,-1,-1,-1,Vila-real,-1,-1
GOURMET SELECCION,alimentacion,alimentacion en general,964535420,-1,-1,-1,Vila-real,-1,-1
TOKYO SHOP,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964636451,-1,-1,www.tokyoshop.es,Vila-real,-1,-1
ARMARIS I CUINES VILA-REAL,hogar y decoracion,hogar y decoracion en general,964538307,-1,-1,-1,Vila-real,-1,-1
EQUIVALENZA,salud y belleza,peluquerias y salones de belleza,964530846,-1,-1,-1,Vila-real,-1,-1
CENTRO BRONCEADO GLAM SUN,salud y belleza,peluquerias y salones de belleza,964833656,-1,-1,-1,Vila-real,-1,-1
PESET VIDAL,vehiculos,compra-venta de vehiculos,964522906,-1,-1,www.pesetvidal.com,Vila-real,-1,-1
LA FAIXERA,moda y complementos,moda y complementos en general,964533812,-1,-1,-1,Vila-real,-1,-1
SOTECAS,"informatica, imagen y sonido",electrodomesticos y electronica en general,964834731,-1,-1,www.sotecas.es,Vila-real,-1,-1
STUDI TECLES CENTRO DE ESTUDIOS,servicios,"servicios de formacion (autoescuelas, academias...)",964521548,-1,-1,www.studitecles.com,Vila-real,-1,-1
LOISELE COMUNICACION,servicios,servicios profesionales,964500311,-1,-1,www.loisele.com,Vila-real,-1,-1
TUTONER,"informatica, imagen y sonido",informatica y consolas,964053401,-1,-1,tutoner.es/,Vila-real,-1,-1
BODEGA LA VILA,alimentacion,bebidas,-1,619273624,-1,www.bodegavila.com,Vila-real,-1,-1
FOTO ESTUDI LLUMICOLOR,"informatica, imagen y sonido",fotografia,964836624,-1,-1,CAZORLAFOTOGRAFOS.COM,Vila-real,-1,-1
AGULLA I FIL,moda y complementos,moda y complementos en general,-1,670327181,-1,-1,Vila-real,-1,-1
MERCAT CENTRAL,alimentacion,alimentacion en general,964520838,-1,-1,-1,Vila-real,-1,-1
CHIHUAHUAS DE LES SOLAES - CRIADORES,"flores, jardineria y animales",mascotas y accesorios,-1,670367211,-1,www.chihuahuasdelessolaes.es,Vila-real,-1,-1
WANDA PARC,servicios,"publicidad, marketing y eventos",-1,-1,-1,www.wandaparc.com,Vila-real,-1,-1
TISONE SPORT,salud y belleza,peluquerias y salones de belleza,964523459,-1,-1,WWW.tisonesport.com,Vila-real,-1,-1
AQUILESIA PODOLOGIA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964916590,-1,-1,aquilesiapodologia.es/,Vila-real,-1,-1
MOBIHOGAR 2000,hogar y decoracion,hogar y decoracion en general,964531479,-1,-1,www.Mobihogar2000.com,Vila-real,-1,-1
PC SERVEIS,"informatica, imagen y sonido",informatica y consolas,964538010,-1,-1,pcserveis.es,Vila-real,-1,-1
PASTELERIA GIMENEZ,alimentacion,pan y pasteleria,964520753,-1,-1,-1,Vila-real,-1,-1
CHARCUTERIA SANTIAGO MANRIQUE,alimentacion,bebidas,-1,696085690/628251854,-1,www.vinosmanrique.es,Vila-real,-1,-1
CRISTALERIA ARENOS,hogar y decoracion,"cristaleria, vajilla, cuberteria, otros utensilios del hogar",964531136,-1,-1,www.crisarsl.com,Vila-real,-1,-1
MARINNAS SELECCION,moda y complementos,moda y complementos en general,964535985,-1,-1,www.marinnas.com/,Vila-real,-1,-1
BOONCATA,hosteleria y turismo,bar-cafeteria,964838302,-1,-1,www.puntcastello.es/booncata,Vila-real,-1,-1
OPTICA FEDEROPTICOS AIDA SIFRE,salud y belleza,opticas,964538117,-1,-1,www.federopticosaidasifre.com,Vila-real,-1,-1
TRAMITS DE COMUNITATS,finanzas y gestion,gestorias-asesorias,964536363,-1,-1,www.tramitsdecomunitats.com,Vila-real,-1,-1
BEATRIZ HEREDIA,moda y complementos,moda y complementos en general,964521072,-1,-1,www.beatrizheredia.com,Vila-real,-1,-1
EL MUSSOL ROSA,servicios,servicios profesionales,964055681,-1,-1,www.mussolrosa.com,Vila-real,-1,-1
TEXAS HOMBRE,moda y complementos,moda y complementos en general,964520846,-1,-1,www.texasjeans.es,Vila-real,-1,-1
TUS LABORES,hogar y decoracion,manualidades y bellas artes,-1,629180581,-1,www.tuslabores.es,Vila-real,-1,-1
Marti Asesores Tributarios S.L.,finanzas y gestion,gestorias-asesorias,964500330,-1,-1,www.martiasesores.org,Vila-real,-1,-1
ACTIVE SEGUROS,finanzas y gestion,seguros,-1,-1,rosamariavilar@segurblay.com,-1,la Vall d'Uixo,-1,-1
Masmascotas,"flores, jardineria y animales",mascotas y accesorios,-1,-1,mascotavall@gmail.com,-1,la Vall d'Uixo,-1,-1
PSICO-EDUCA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964045903,-1,-1,-1,la Vall d'Uixo,-1,-1
CRAFT&CHIC,hogar y decoracion,textil hogar,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
VALLCOLOR,hogar y decoracion,pinturas,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
LUZAZUL,"informatica, imagen y sonido",fotografia,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
KEYBU,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
KEVINSON,hosteleria y turismo,bar-cafeteria,964048991,-1,-1,-1,la Vall d'Uixo,-1,-1
CASA ELADIA,hosteleria y turismo,bar-cafeteria,964691897,-1,-1,-1,la Vall d'Uixo,-1,-1
TIENDAS JAZZTEL,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
CANY,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,la Vall d'Uixo,-1,-1
Contrucciones Paredes Calomarde SL,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,www.cpcfachadas.es,la Vall d'Uixo,-1,-1
Marta Rebollar,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,651961015,-1,-1,la Vall d'Uixo,-1,-1
LICEL-CENTRE. CB,salud y belleza,peluquerias y salones de belleza,964696318,-1,-1,-1,la Vall d'Uixo,-1,-1
Electrodomesticos Alejandro,"informatica, imagen y sonido",electrodomesticos y electronica en general,964662569,-1,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA  GIMENO,alimentacion,pan y pasteleria,964662609,-1,-1,-1,la Vall d'Uixo,-1,-1
Model,salud y belleza,peluquerias y salones de belleza,964664248,-1,-1,-1,la Vall d'Uixo,-1,-1
MESON MILLAN,hosteleria y turismo,bar-cafeteria,-1,609031401,-1,-1,la Vall d'Uixo,-1,-1
FREE BIKER,hosteleria y turismo,bar-cafeteria,-1,680456320,-1,-1,la Vall d'Uixo,-1,-1
CARFETERIA NOE,hosteleria y turismo,bar-cafeteria,-1,652923443,-1,-1,la Vall d'Uixo,-1,-1
AGORA,hosteleria y turismo,bar-cafeteria,-1,605041237,-1,-1,la Vall d'Uixo,-1,-1
NEXO PASTISSERS S.L. (GLACE),hosteleria y turismo,bar-cafeteria,-1,686866357,-1,-1,la Vall d'Uixo,-1,-1
GRANELL-ROIG G.C.D,hosteleria y turismo,bar-cafeteria,964661064,-1,-1,-1,la Vall d'Uixo,-1,-1
JUANMAR HOSTELEROS S.L.,hosteleria y turismo,bar-cafeteria,964697586,-1,-1,-1,la Vall d'Uixo,-1,-1
TABERNA BUCANERO,hosteleria y turismo,bar-cafeteria,-1,695865753,-1,-1,la Vall d'Uixo,-1,-1
BAR CARMEN,hogar y decoracion,hogar y decoracion en general,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
CAFE GOURMET,hosteleria y turismo,bar-cafeteria,-1,625347134,-1,-1,la Vall d'Uixo,-1,-1
BAR LA FUENTE,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA SAN VICENTE,hosteleria y turismo,bar-cafeteria,-1,661774801,-1,-1,la Vall d'Uixo,-1,-1
"RTE.CASA DELS TOGO, S.L.",hosteleria y turismo,bar-cafeteria,964665222,-1,-1,-1,la Vall d'Uixo,-1,-1
CA TISCAR,hosteleria y turismo,bar-cafeteria,964667102,-1,-1,-1,la Vall d'Uixo,-1,-1
KRONOS,hosteleria y turismo,bar-cafeteria,964833845,-1,-1,-1,la Vall d'Uixo,-1,-1
RUBEN'S,hosteleria y turismo,bar-cafeteria,-1,619555405,-1,-1,la Vall d'Uixo,-1,-1
TERCIO BIKERS,hosteleria y turismo,bar-cafeteria,-1,661952866,-1,-1,la Vall d'Uixo,-1,-1
CANTO DE MICHY,hosteleria y turismo,bar-cafeteria,-1,665787025,-1,-1,la Vall d'Uixo,-1,-1
EL MOSET DE NURIA,hosteleria y turismo,bar-cafeteria,-1,672409385,-1,-1,la Vall d'Uixo,-1,-1
FERROCARRIL VALL DUIXO 1870,hosteleria y turismo,bar-cafeteria,964662016,-1,-1,-1,la Vall d'Uixo,-1,-1
BOCATERIA EVA,hosteleria y turismo,bar-cafeteria,-1,615425350,-1,-1,la Vall d'Uixo,-1,-1
MESON DEL VALLE,hosteleria y turismo,bar-cafeteria,-1,636809564,-1,-1,la Vall d'Uixo,-1,-1
TOMATE UN RESPIRO,hosteleria y turismo,bar-cafeteria,964838008,-1,-1,-1,la Vall d'Uixo,-1,-1
CERVECERIA MUNICH,hosteleria y turismo,bar-cafeteria,964691492,-1,-1,-1,la Vall d'Uixo,-1,-1
"El Faro Ja'Ju, S.L.",hosteleria y turismo,bar-cafeteria,-1,627598428,-1,-1,la Vall d'Uixo,-1,-1
"Ferrocaril, 1870 . La Vall d'Uixo, S.L.",hosteleria y turismo,bar-cafeteria,-1,691534955,-1,-1,la Vall d'Uixo,-1,-1
TERTULIA 1958 MUSIC PUB,hosteleria y turismo,pubs y discotecas,964661329,-1,-1,-1,la Vall d'Uixo,-1,-1
CASA BEA,hosteleria y turismo,bar-cafeteria,-1,677360816,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA EL FARO,hosteleria y turismo,bar-cafeteria,-1,615665343,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA EL CANTO,hosteleria y turismo,bar-cafeteria,-1,697998903,-1,-1,la Vall d'Uixo,-1,-1
JUANA ZARZA MARCO (LOS CRISTALES),hosteleria y turismo,bar-cafeteria,-1,654389940,-1,-1,la Vall d'Uixo,-1,-1
ROKELIN /ROKEVALL 2007 SL,hosteleria y turismo,bar-cafeteria,964697148,-1,-1,-1,la Vall d'Uixo,-1,-1
FRESH DONER KEBAB,hosteleria y turismo,bar-cafeteria,964666506,-1,-1,-1,la Vall d'Uixo,-1,-1
RESTAURANTE BARBACOA,hosteleria y turismo,restaurantes,-1,654184019,-1,-1,la Vall d'Uixo,-1,-1
DONER KEBAB MERCAT,hosteleria y turismo,bar-cafeteria,964667492,-1,-1,-1,la Vall d'Uixo,-1,-1
LA ESTACIO,hosteleria y turismo,bar-cafeteria,964691662,-1,-1,-1,la Vall d'Uixo,-1,-1
BAR JUAN,hosteleria y turismo,bar-cafeteria,-1,609836174,-1,-1,la Vall d'Uixo,-1,-1
TAMBUL,hosteleria y turismo,bar-cafeteria,-1,692714877,-1,-1,la Vall d'Uixo,-1,-1
RESTAURANTE CHINO INTERNACIONAL,hosteleria y turismo,restaurantes,964690980,-1,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA TIFANY,hosteleria y turismo,bar-cafeteria,964696073,-1,-1,-1,la Vall d'Uixo,-1,-1
BOCATERIA CIFUENTES,hosteleria y turismo,bar-cafeteria,-1,616214245,-1,-1,la Vall d'Uixo,-1,-1
HEL.-CAF.-BOCATERIA EL PARC,hosteleria y turismo,bar-cafeteria,-1,647707297,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA PUB ZEPPELIN,hosteleria y turismo,bar-cafeteria,-1,679603200,-1,-1,la Vall d'Uixo,-1,-1
RTE.AR:RAF,hosteleria y turismo,bar-cafeteria,964662875,-1,-1,-1,la Vall d'Uixo,-1,-1
"RIBERA Y SEVILLA,C.B. (EL PECAT)",hosteleria y turismo,restaurantes,964053718,-1,-1,-1,la Vall d'Uixo,-1,-1
CASA REYES,hosteleria y turismo,bar-cafeteria,-1,615348547,-1,-1,la Vall d'Uixo,-1,-1
BAR TOLIMA,hosteleria y turismo,bar-cafeteria,964837744,-1,-1,-1,la Vall d'Uixo,-1,-1
PIZZERIA OLIVO,hosteleria y turismo,bar-cafeteria,964690152,-1,-1,-1,la Vall d'Uixo,-1,-1
"FRANJO 98,S.L. (CAFETERIA FRIENDS)",hosteleria y turismo,bar-cafeteria,-1,665668392,-1,-1,la Vall d'Uixo,-1,-1
BOCATERIA NIU,hosteleria y turismo,bar-cafeteria,964690523,-1,-1,-1,la Vall d'Uixo,-1,-1
CAFETERIA JERRY,hosteleria y turismo,bar-cafeteria,964660018,-1,-1,-1,la Vall d'Uixo,-1,-1
"RTE. RACO CASA TERE, S.L.",hosteleria y turismo,bar-cafeteria,964664451,-1,-1,-1,la Vall d'Uixo,-1,-1
TABERNA DEL PINCHO,hosteleria y turismo,bar-cafeteria,-1,675531375,-1,-1,la Vall d'Uixo,-1,-1
HELADERIA CHELO Y KRIS,hosteleria y turismo,bar-cafeteria,-1,637276987,-1,-1,la Vall d'Uixo,-1,-1
"CAFIPAS LA PLAZA, S.L.",hosteleria y turismo,bar-cafeteria,964667588,-1,-1,-1,la Vall d'Uixo,-1,-1
LOURDES LOPEZ CARNICERIA,alimentacion,alimentacion en general,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
MOTOCICLOS SERRANOS,vehiculos,compra-venta de vehiculos,964661055,-1,-1,www.motociclosserrano.com,la Vall d'Uixo,-1,-1
NEUMATICOS GEMA LLAMAS,vehiculos,compra-venta de vehiculos,964.696.312,-1,-1,-1,la Vall d'Uixo,-1,-1
NEUMATICOS SANCHEZ,vehiculos,compra-venta de vehiculos,964.660.016,-1,-1,-1,la Vall d'Uixo,-1,-1
VIT SEC,servicios,tintorerias,964690905,-1,-1,-1,la Vall d'Uixo,-1,-1
"CONCESIONA 3000, SL",finanzas y gestion,servicios inmobiliarios,964662054,-1,-1,-1,la Vall d'Uixo,-1,-1
IGNACIO SERRA ARQUITECTO TECNICO,servicios,servicios profesionales,964691533,-1,-1,-1,la Vall d'Uixo,-1,-1
EUROVALL S.L.,servicios,"construccion, instalaciones y mantenimiento",964665524,-1,-1,-1,la Vall d'Uixo,-1,-1
LLUM DE LA LLAR SL,hogar y decoracion,hogar y decoracion en general,964660460,-1,-1,-1,la Vall d'Uixo,-1,-1
AUTODESCARGA VERNAU,hogar y decoracion,hogar y decoracion en general,964690345,-1,-1,-1,la Vall d'Uixo,-1,-1
MAIPE,hogar y decoracion,hogar y decoracion en general,-1,651404157,-1,-1,la Vall d'Uixo,-1,-1
MARIEM JOYERIA RELOGERIA,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964691311,-1,-1,-1,la Vall d'Uixo,-1,-1
"TECNIPUBLIC, S.L./ EPROTEC","papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964690273,-1,-1,www.tecnipublic.com,la Vall d'Uixo,-1,-1
"MANUEL MIGUEL. LA VALL, S.L.",salud y belleza,peluquerias y salones de belleza,964697942,-1,-1,-1,la Vall d'Uixo,-1,-1
SALON DE BELLEZA LUCIA ARNAU,salud y belleza,peluquerias y salones de belleza,964660737,-1,-1,-1,la Vall d'Uixo,-1,-1
D'ESMERALDA,salud y belleza,peluquerias y salones de belleza,964660494,-1,-1,-1,la Vall d'Uixo,-1,-1
SOLE,salud y belleza,peluquerias y salones de belleza,-1,650897246,-1,-1,la Vall d'Uixo,-1,-1
PELUQUERIA PASCUALA,salud y belleza,peluquerias y salones de belleza,964660917,-1,-1,-1,la Vall d'Uixo,-1,-1
BOSCH ESTILISTES,salud y belleza,peluquerias y salones de belleza,964664315,-1,-1,-1,la Vall d'Uixo,-1,-1
CARPINTERIA ROJAFRA SL.,hogar y decoracion,hogar y decoracion en general,964661229,-1,-1,-1,la Vall d'Uixo,-1,-1
PHONEMOVIL VALL D'UIXO,"informatica, imagen y sonido",telefonia y telecomunicaciones,964661315,-1,-1,-1,la Vall d'Uixo,-1,-1
KIOSKO PRENSA Y REVISTA,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,695057648,-1,-1,la Vall d'Uixo,-1,-1
SUPER 100,drogueria - perfumeria,drogueria y productos de limpieza,964662619,-1,-1,-1,la Vall d'Uixo,-1,-1
SANMOR,moda y complementos,moda y complementos en general,964663491,-1,-1,-1,la Vall d'Uixo,-1,-1
DE TOT UN POC,moda y complementos,moda y complementos en general,-1,-1,-1,-1,la Vall d'Uixo,-1,-1
QUE ME PONGO,moda y complementos,moda y complementos en general,964662848,-1,-1,-1,la Vall d'Uixo,-1,-1
CALZADOS LA PALMERA,moda y complementos,moda y complementos en general,964661350,-1,-1,-1,la Vall d'Uixo,-1,-1
FARMACIA FRANCISCA GARCIA CEBRIAN,salud y belleza,peluquerias y salones de belleza,964665628,-1,-1,-1,la Vall d'Uixo,-1,-1
FARMACIA,salud y belleza,peluquerias y salones de belleza,964667500,-1,-1,-1,la Vall d'Uixo,-1,-1
FARMACIA MIRALLES LOYOLA,salud y belleza,peluquerias y salones de belleza,964661247,-1,-1,-1,la Vall d'Uixo,-1,-1
FARMACIA VICTORIA VALLS ALOS,salud y belleza,peluquerias y salones de belleza,964660733,-1,-1,-1,la Vall d'Uixo,-1,-1
TOT ECOLOGIC,salud y belleza,peluquerias y salones de belleza,964691642,-1,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA LOLITA,alimentacion,alimentacion en general,964660946,-1,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA ELENA,alimentacion,alimentacion en general,-1,660047916,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA ENRIQUE SANZ,alimentacion,alimentacion en general,964661630,-1,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA MARI,alimentacion,alimentacion en general,964666510,-1,-1,-1,la Vall d'Uixo,-1,-1
"PANADERIA, PASTELERIA XARI",alimentacion,alimentacion en general,-1,616182815,-1,-1,la Vall d'Uixo,-1,-1
PANADERIA JOSE CALLE,alimentacion,alimentacion en general,964696525,-1,-1,-1,la Vall d'Uixo,-1,-1
"VINS, CAVES I LICORS RUBIO",alimentacion,alimentacion en general,964691978,-1,-1,-1,la Vall d'Uixo,-1,-1
COALIMENT SUPERMERCAT,alimentacion,alimentacion en general,964661710,-1,-1,www.coalimentvalldeuxo.es/es/,la Vall d'Uixo,-1,-1
MI MUS 'AH,hogar y decoracion,hogar y decoracion en general,-1,601003907,-1,-1,la Vall d'Uixo,-1,-1
PILAR LAZARO RODRIGO,moda y complementos,moda infantil y puericultura,964690279,-1,-1,-1,la Vall d'Uixo,-1,-1
PLATAFORMA SIERRA ESPADAN,hosteleria y turismo,camping,964666111,-1,-1,-1,la Vall d'Uixo,-1,-1
PUNT DE MODA,moda y complementos,"zapatos, bolsos y complementos",-1,-1,-1,-1,la Vall d'Uixo,-1,-1
ACQUA Centro de Belleza,salud y belleza,peluquerias y salones de belleza,964661479,-1,-1,-1,la Vall d'Uixo,-1,-1
ESPERANZA LATORRE SERRANO,alimentacion,frutas y verduras,964660584,-1,-1,-1,la Vall d'Uixo,-1,-1
CAFE  CENTRE'S,hosteleria y turismo,bar-cafeteria,-1,657443118,-1,-1,la Vall d'Uixo,-1,-1
CONFECCIONES EDO'S,moda y complementos,moda y complementos en general,964660884,-1,-1,-1,la Vall d'Uixo,-1,-1
HNOS ESTEVE ESBRI,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,-1,la Vall d'Uixo,-1,-1
