Nombre,URL,Categoría,Subcategoría,Dirección,Tlf Fijo,Tlf Móvil,Mail,Mail Genérico,Mail Dominio,Web,Certificado,WordPress,Versión WP,Cuerpo Mail Hecho,Puntuación,Cuerpo Mail,Localidad
PANADERIA LA ARTESA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-artesa-2,alimentacion,pan y pasteleria,-1,964527805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PELUQUERIA BELLIDO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-bellido,salud y belleza,peluquerias y salones de belleza,-1,964520071,-1,-1,-1,-1,www.peluqueriabellido.es/,-1,-1,-1,-1,-1,-1,Vila-real
FONTAVILL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/fontavill,hogar y decoracion,fontaneria,-1,964538832,-1,-1,-1,-1,www.fontavill.com,-1,-1,-1,-1,-1,-1,Vila-real
SERESVI,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/seresvi,servicios,servicios profesionales,-1,964532821,-1,-1,-1,-1,www.servisello.es / www.seresvi.com,-1,-1,-1,-1,-1,-1,Vila-real
ARMERIA RAUL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/armeria-raul-2,"ocio, deportes y aficiones",material deportivo,-1,964522126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PELUQUERIA JUANI NIETO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-juani-nieto,salud y belleza,peluquerias y salones de belleza,-1,964533249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
ELSSALON,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/elssalon,salud y belleza,peluquerias y salones de belleza,-1,964526040,-1,-1,-1,-1,www.elssalon.net/,-1,-1,-1,-1,-1,-1,Vila-real
AUTOSERVICIO AURELIO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/autoservicio-aurelio,alimentacion,alimentacion en general,-1,964522897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PERFUMERIA FAYOS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/perfumeria-fayos-4,drogueria - perfumeria,perfumeria especializada y belleza,-1,964533545,-1,-1,-1,-1,www.fayos.com,-1,-1,-1,-1,-1,-1,Vila-real
MANTAS ANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/mantas-ana,hogar y decoracion,hogar y decoracion en general,-1,964521134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
JOYERIA RELOJERIA ALVARO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-relojeria-alvaro,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964520766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
GOURMET SELECCION,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/gourmet-seleccion,alimentacion,alimentacion en general,-1,964535420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TOKYO SHOP,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tokyo-shop-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964636451,-1,-1,-1,-1,www.tokyoshop.es,-1,-1,-1,-1,-1,-1,Vila-real
ARMARIS I CUINES VILA-REAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/armaris-i-cuines-vilareal,hogar y decoracion,hogar y decoracion en general,-1,964538307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
EQUIVALENZA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/equivalenza,salud y belleza,peluquerias y salones de belleza,-1,964530846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CENTRO BRONCEADO GLAM SUN,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/centro-bronceado-glam-sun,salud y belleza,peluquerias y salones de belleza,-1,964833656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PESET VIDAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/peset-vidal,vehiculos,compra-venta de vehiculos,-1,964522906,-1,-1,-1,-1,www.pesetvidal.com,-1,-1,-1,-1,-1,-1,Vila-real
LA FAIXERA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/la-faixera,moda y complementos,moda y complementos en general,-1,964533812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
SOTECAS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/sotecas,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964834731,-1,-1,-1,-1,www.sotecas.es,-1,-1,-1,-1,-1,-1,Vila-real
STUDI TECLES CENTRO DE ESTUDIOS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/studi-tecles-centro-estudios,servicios,"servicios de formacion (autoescuelas, academias...)",-1,964521548,-1,-1,-1,-1,www.studitecles.com,-1,-1,-1,-1,-1,-1,Vila-real
LOISELE COMUNICACION,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/loisele-comunicacion,servicios,servicios profesionales,-1,964500311,-1,-1,-1,-1,www.loisele.com,-1,-1,-1,-1,-1,-1,Vila-real
TUTONER,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tu-toner,"informatica, imagen y sonido",informatica y consolas,-1,964053401,-1,-1,-1,-1,tutoner.es/,-1,-1,-1,-1,-1,-1,Vila-real
BODEGA LA VILA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/bodega-vila,alimentacion,bebidas,-1,-1,619273624,-1,-1,-1,www.bodegavila.com,-1,-1,-1,-1,-1,-1,Vila-real
FOTO ESTUDI LLUMICOLOR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/foto-estudi-llumicolor-2,"informatica, imagen y sonido",fotografia,-1,964836624,-1,-1,-1,-1,CAZORLAFOTOGRAFOS.COM,-1,-1,-1,-1,-1,-1,Vila-real
AGULLA I FIL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/agulla-i-fil,moda y complementos,moda y complementos en general,-1,-1,670327181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MERCAT CENTRAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/mercat-central-2,alimentacion,alimentacion en general,-1,964520838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CHIHUAHUAS DE LES SOLAES - CRIADORES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/chihuahuas-solaes-criadores,"flores, jardineria y animales",mascotas y accesorios,-1,-1,670367211,-1,-1,-1,www.chihuahuasdelessolaes.es,-1,-1,-1,-1,-1,-1,Vila-real
WANDA PARC,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/wanda-parc-2,servicios,"publicidad, marketing y eventos",-1,-1,-1,-1,-1,-1,www.wandaparc.com,-1,-1,-1,-1,-1,-1,Vila-real
TISONE SPORT,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tisone-sport,salud y belleza,peluquerias y salones de belleza,-1,964523459,-1,-1,-1,-1,WWW.tisonesport.com,-1,-1,-1,-1,-1,-1,Vila-real
AQUILESIA PODOLOGIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/aquilesia-podologia-2,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,964916590,-1,-1,-1,-1,aquilesiapodologia.es/,-1,-1,-1,-1,-1,-1,Vila-real
MOBIHOGAR 2000,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/mobihogar-2000,hogar y decoracion,hogar y decoracion en general,-1,964531479,-1,-1,-1,-1,www.Mobihogar2000.com,-1,-1,-1,-1,-1,-1,Vila-real
PC SERVEIS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pc-serveis-2,"informatica, imagen y sonido",informatica y consolas,-1,964538010,-1,-1,-1,-1,pcserveis.es,-1,-1,-1,-1,-1,-1,Vila-real
PASTELERIA GIMENEZ,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pasteleria-gimenez-2,alimentacion,pan y pasteleria,-1,964520753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CHARCUTERIA SANTIAGO MANRIQUE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/charcuteria-santiago-manrique-2,alimentacion,bebidas,-1,-1,696085690/628251854,-1,-1,-1,www.vinosmanrique.es,-1,-1,-1,-1,-1,-1,Vila-real
CRISTALERIA ARENOS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/cristaleria-arenos-2,hogar y decoracion,"cristaleria, vajilla, cuberteria, otros utensilios del hogar",-1,964531136,-1,-1,-1,-1,www.crisarsl.com,-1,-1,-1,-1,-1,-1,Vila-real
MARINNAS SELECCION,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/marinnas-seleccion,moda y complementos,moda y complementos en general,-1,964535985,-1,-1,-1,-1,www.marinnas.com/,-1,-1,-1,-1,-1,-1,Vila-real
BOONCATA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/booncata,hosteleria y turismo,bar-cafeteria,-1,964838302,-1,-1,-1,-1,www.puntcastello.es/booncata,-1,-1,-1,-1,-1,-1,Vila-real
OPTICA FEDEROPTICOS AIDA SIFRE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/optica-federopticos-aida-sifre-2,salud y belleza,opticas,-1,964538117,-1,-1,-1,-1,www.federopticosaidasifre.com,-1,-1,-1,-1,-1,-1,Vila-real
TRAMITS DE COMUNITATS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tramits-comunitats-2,finanzas y gestion,gestorias-asesorias,-1,964536363,-1,-1,-1,-1,www.tramitsdecomunitats.com,-1,-1,-1,-1,-1,-1,Vila-real
BEATRIZ HEREDIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/beatriz-heredia,moda y complementos,moda y complementos en general,-1,964521072,-1,-1,-1,-1,www.beatrizheredia.com,-1,-1,-1,-1,-1,-1,Vila-real
EL MUSSOL ROSA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/el-mussol-rosa,servicios,servicios profesionales,-1,964055681,-1,-1,-1,-1,www.mussolrosa.com,-1,-1,-1,-1,-1,-1,Vila-real
TEXAS HOMBRE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/texas-hombre-2,moda y complementos,moda y complementos en general,-1,964520846,-1,-1,-1,-1,www.texasjeans.es,-1,-1,-1,-1,-1,-1,Vila-real
TUS LABORES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tus-labores,hogar y decoracion,manualidades y bellas artes,-1,-1,629180581,-1,-1,-1,www.tuslabores.es,-1,-1,-1,-1,-1,-1,Vila-real
Marti Asesores Tributarios S.L.,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/marti-asesores-tributarios,finanzas y gestion,gestorias-asesorias,-1,964500330,-1,-1,-1,-1,www.martiasesores.org,-1,-1,-1,-1,-1,-1,Vila-real
ACTIVE SEGUROS,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/active-seguros-2,finanzas y gestion,seguros,-1,-1,-1,rosamariavilar@segurblay.com,no,segurblay,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
Masmascotas,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/masmascotas,"flores, jardineria y animales",mascotas y accesorios,-1,-1,-1,mascotavall@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
PSICO-EDUCA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/psicoeduca,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,964045903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CRAFT&CHIC,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/craftchic,hogar y decoracion,textil hogar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
VALLCOLOR,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/vallcolor,hogar y decoracion,pinturas,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
LUZAZUL,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/luzazul,"informatica, imagen y sonido",fotografia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
KEYBU,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/keybu,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
KEVINSON,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/kevinson,hosteleria y turismo,bar-cafeteria,-1,964048991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CASA ELADIA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/casa-eladia,hosteleria y turismo,bar-cafeteria,-1,964691897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TIENDAS JAZZTEL,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/tiendas-jazztel,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CANY,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cany,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
Contrucciones Paredes Calomarde SL,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/contrucciones-paredes-calomarde-sl,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,-1,-1,-1,www.cpcfachadas.es,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
Marta Rebollar,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/marta-rebollar,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,651961015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
LICEL-CENTRE. CB,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/licelcentre-cb,salud y belleza,peluquerias y salones de belleza,-1,964696318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
Electrodomesticos Alejandro,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/electrodomesticos-alejandro,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964662569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
PANADERIA  GIMENO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-gimeno,alimentacion,pan y pasteleria,-1,964662609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
Model,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/model,salud y belleza,peluquerias y salones de belleza,-1,964664248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
MESON MILLAN,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/meson-millan,hosteleria y turismo,bar-cafeteria,-1,-1,609031401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
FREE BIKER,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/free-biker,hosteleria y turismo,bar-cafeteria,-1,-1,680456320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CARFETERIA NOE,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/carfeteria-noe,hosteleria y turismo,bar-cafeteria,-1,-1,652923443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
AGORA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/agora-3,hosteleria y turismo,bar-cafeteria,-1,-1,605041237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
NEXO PASTISSERS S.L. (GLACE),https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/nexo-pastissers-sl-glace,hosteleria y turismo,bar-cafeteria,-1,-1,686866357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
GRANELL-ROIG G.C.D,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/granellroig-gcd,hosteleria y turismo,bar-cafeteria,-1,964661064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
JUANMAR HOSTELEROS S.L.,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/juanmar-hosteleros-sl,hosteleria y turismo,bar-cafeteria,-1,964697586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TABERNA BUCANERO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/taberna-bucanero,hosteleria y turismo,bar-cafeteria,-1,-1,695865753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
BAR CARMEN,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/bar-carmen-3,hogar y decoracion,hogar y decoracion en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CAFE GOURMET,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cafe-gourmet,hosteleria y turismo,bar-cafeteria,-1,-1,625347134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
BAR LA FUENTE,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/bar-fuente-2,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CAFETERIA SAN VICENTE,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-san-vicente,hosteleria y turismo,bar-cafeteria,-1,-1,661774801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
"RTE.CASA DELS TOGO, S.L.",https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/rtecasa-togo-sl,hosteleria y turismo,bar-cafeteria,-1,964665222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CA TISCAR,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/ca-tiscar,hosteleria y turismo,bar-cafeteria,-1,964667102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
KRONOS,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/kronos-2,hosteleria y turismo,bar-cafeteria,-1,964833845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
RUBEN'S,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/rubens,hosteleria y turismo,bar-cafeteria,-1,-1,619555405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TERCIO BIKERS,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/tercio-bikers,hosteleria y turismo,bar-cafeteria,-1,-1,661952866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CANTO DE MICHY,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/canto-michy,hosteleria y turismo,bar-cafeteria,-1,-1,665787025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
EL MOSET DE NURIA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/el-moset-nuria,hosteleria y turismo,bar-cafeteria,-1,-1,672409385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
FERROCARRIL VALL DUIXO 1870,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/ferrocarril-vall-duixo-1870,hosteleria y turismo,bar-cafeteria,-1,964662016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
BOCATERIA EVA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/bocateria-eva,hosteleria y turismo,bar-cafeteria,-1,-1,615425350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
MESON DEL VALLE,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/meson-valle,hosteleria y turismo,bar-cafeteria,-1,-1,636809564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TOMATE UN RESPIRO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/tomate-respiro,hosteleria y turismo,bar-cafeteria,-1,964838008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CERVECERIA MUNICH,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cerveceria-munich,hosteleria y turismo,bar-cafeteria,-1,964691492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
"El Faro Ja'Ju, S.L.",https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/el-faro-jaju-sl,hosteleria y turismo,bar-cafeteria,-1,-1,627598428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
"Ferrocaril, 1870 . La Vall d'Uixo, S.L.",https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/ferrocaril-1870-vall-uixo-sl,hosteleria y turismo,bar-cafeteria,-1,-1,691534955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TERTULIA 1958 MUSIC PUB,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/tertulia-1958-music-pub,hosteleria y turismo,pubs y discotecas,-1,964661329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CASA BEA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/casa-bea,hosteleria y turismo,bar-cafeteria,-1,-1,677360816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CAFETERIA EL FARO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-faro,hosteleria y turismo,bar-cafeteria,-1,-1,615665343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
CAFETERIA EL CANTO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-canto,hosteleria y turismo,bar-cafeteria,-1,-1,697998903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
JUANA ZARZA MARCO (LOS CRISTALES),https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/juana-zarza-marco-los-cristales,hosteleria y turismo,bar-cafeteria,-1,-1,654389940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
ROKELIN /ROKEVALL 2007 SL,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/rokelin-rokevall-2007-sl,hosteleria y turismo,bar-cafeteria,-1,964697148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
FRESH DONER KEBAB,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/fresh-doner-kebab,hosteleria y turismo,bar-cafeteria,-1,964666506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
RESTAURANTE BARBACOA,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-barbacoa,hosteleria y turismo,restaurantes,-1,-1,654184019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
DONER KEBAB MERCAT,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/doner-kebab-mercat,hosteleria y turismo,bar-cafeteria,-1,964667492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
LA ESTACIO,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/la-estacio,hosteleria y turismo,bar-cafeteria,-1,964691662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
BAR JUAN,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/bar-juan-2,hosteleria y turismo,bar-cafeteria,-1,-1,609836174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
TAMBUL,https://lavallduixo.comercioscomunitatvalenciana.com/es/comercios/view/tambul,hosteleria y turismo,bar-cafeteria,-1,-1,692714877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,la Vall d'Uixo
