web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683625952-552,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,AUTOESCOLA CHALER,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/autoescola-chaler,Teléfono964455069,EmailAGUSTINCHALER@GMAIL.COM,Webhttps://AUTOESCOLACHALER.COM,,Servicios,Servicios profesionales,Vinaròs
1683625955-553,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,VINAROS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/vinaros,Teléfono690883247,,,VINARÒS KEBABS,Alimentación,Alimentación en general,Vinaròs
1683625958-554,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,ESTANCO SAN FRANCESC EXP.6,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/estanco-san-francesc-n6,Teléfono964456567,,,,Tabaco y loterias,"Tabacos, cigarrillos electrónicos y artículos de fumador",Vinaròs
1683625961-555,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,ALIMENTACIÓN FEBRER,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/alimentacion-febrer,Teléfono964450730,Móvil666482145,Whatsapp666482145,EmailJOSEFEBRERF@GMAIL.COM,Alimentación,Alimentación en general,Vinaròs
1683625964-556,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,PERFUMERÍA YOLANDA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/perfumeria-yolanda-2,Teléfono964455722,EmailPERF.YOLANDA@GMAIL.COM,,,Droguería - Perfumería,Perfumería especializada y belleza,Vinaròs
1683625970-557,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,PERRUQUERIA VALENZUELA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-valenzuela,Teléfono964456627,,,PERRUQUERIA PILAR,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683625973-558,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,MUEBLES MILIAN,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/muebles-milian,Teléfono964451811,Emailmueblesmilian340@hotmail.com,,HIPER CASA,Hogar y decoración,Hogar y decoración en general,Vinaròs
1683625976-559,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,ESTANCO TRES REYES EXP.3,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/estanco-tres-reyes-exp3,Teléfono964456776,,,ESTANC GEMA,Tabaco y loterias,"Tabacos, cigarrillos electrónicos y artículos de fumador",Vinaròs
1683625979-560,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,BAR PENYA  BARÇA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-penya-barca,Móvil663868963,Whatsapp663868963,EmailTUDORBARS@GMAIL.COM,DESTELLOS DE MAR,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683625985-561,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,MORA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mora,Teléfono964456573,Email1bd_mora@grupmora.com,Webhttp://www.grupmora.com/es/botigue_mora_vinaros.html,LEVI COMPLEMENTOS DE AUTOR,Moda y complementos,Moda y complementos en general,Vinaròs
1683625988-562,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,CENTRO TRIBUTARIO MAESTRAT,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/centro-tributario-maestrat-2,Teléfono964453112,Móvil646617251,Whatsapp646617251,Emailinf@ctmaestrat.com,Finanzas y gestión,Gestorías-asesorías,Vinaròs
1683625991-563,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,QUIROS ESCUELA DE MASAJE,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/quiros-escuela-masaje,Teléfono964869373,Móvil625272282,EmailINFO@ESCUELAQUIROS.COM,Webhttps://www.escuelaquiros.com/,Servicios,"Servicios de formación (autoescuelas, academias...)",Vinaròs
1683625994-564,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,FLUCTUARE SPA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/fluctuare-spa,Teléfono964098577,Móvil722211941,EmailELZBIETA.LESICZKA@GMAIL.COM,ARTES GRÁFICAS CASTELL IMPRESORES,Servicios,Servicios profesionales,Vinaròs
1683625997-565,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,PASTISSERIA MACIP,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/pastisseria-macip,Teléfono964451792,Móvil618101606,EmailAGUMAES@HOTMAIL.ES,,Alimentación,Pan y pastelería,Vinaròs
1683626000-566,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,MARE I FILL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mare-i-fill,Teléfono964456813,Emailmareifill@hotmail.com,Webhttp://www.tiendasdebebes.com/mare-i-fill/,,Moda y complementos,Moda infantil y puericultura,Vinaròs
1683626003-567,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,L'ESTEL BOBOLÍ,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/estel-2,Teléfono964450789,Móvil636059403,EmailLESTELMODAINFANTIL@GMAIL.COM,Webhttp://www.lestelmodainfantil.com,Moda y complementos,Moda infantil y puericultura,Vinaròs
1683626006-568,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,ASSESSORAMENT D'IMATGE MARGA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/assessorament-imatge-marga,Teléfono964454676,,,,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683626009-569,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,A Pretty Nails | VINAROS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/a-pretty-nails-vinaros,Teléfono635365452,Emailanamariacordeirodasilva@gmail.com,Webhttps://www.instagram.com/a_prettynails/?igshid=1xfs7e0fx2e5h,TOÑY PELUQUERÍA,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683626012-570,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,VIZCARRO FRUITS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/vizcarro-fruits-3,Teléfono964829531,,,FRUTERIA ISABEL,Alimentación,Frutas y verduras,Vinaròs
1683626019-571,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,SUMINISTROS ALCON,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/suministros-alcon,Teléfono964451432,,,ARIDOS GARCÍA,Hogar y decoración,Material de construcción,Vinaròs
1683626022-572,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,PERRUQUERIA DOMENECH,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-domenech,Teléfono964450316,,,MERYN NAILS,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683626025-573,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,MERCADONA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mercadona-68,Teléfono964400521,,,MERCADONA,Alimentación,Supermercados,Vinaròs
1683626028-574,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,MA-SER PISCINES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/maser-piscines,Teléfono964407422,,,,Servicios,"Construcción, instalaciones y mantenimiento",Vinaròs
1683626031-575,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,HOBBY ZOO,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/hobby-zoo-2,Teléfono964407130,,,HOBBY ZOO,"Flores, jardinería y animales",Mascotas y accesorios,Vinaròs
1683626034-576,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,GALAXY & STAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/galaxy-star,Teléfono695685277,,,PRODYM EXTREME S.L.,Moda y complementos,Moda y complementos en general,Vinaròs
1683626037-577,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,BON ÀREA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bon-area,Teléfono964451986,,,EMBOTITS I SALAONS ROSA,Alimentación,Carnes / embutidos / huevos,Vinaròs
1683626044-578,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,BAZAR GALVIN 2,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bazar-galvin-2,,,,BAZAR GALVIN,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Vinaròs
1683626047-579,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,LO NOU SBK,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/sbk-motos,Teléfono964400905,Móvil696989053,EmailSBKMOTOS@GMAIL.COM,AUTOMECANICA  MOTORTEK,Vehículos,Mantenimiento y reparación de vehículos,Vinaròs
1683626050-580,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,HOTEL NOU CASABLANCA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/hotel-nou-casablanca-2,Teléfono964450425,EmailNOUCASABLANCA@GMAIL.COM,Webhttps://www.noucasablancavinaros.com/es-es,,Hostelería y turismo,"Hoteles, hostales y pensiones",Vinaròs
1683626053-581,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,QUIOSCO EL PILAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/quiosco-pilar-2,Teléfono964452802,EmailQEP.COMERCIAL@GMAIL.COM,,,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Vinaròs
1683626056-582,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,CAIXA VINAROS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/caixa-vinaros,Teléfono964407280,EmailVINAROS@CAJARURAL.COM,Webhttps://CAIXAVINAROS.ORG,,Finanzas y gestión,Entidades financieras,Vinaròs
1683626059-583,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,RECREATIVOS ENACAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/recreativos-enacar-2,Teléfono964452934,,,,Tabaco y loterias,Loterías y apuestas,Vinaròs
1683626062-584,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,"SEBASTIAN QUIXAL, S.L.",https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/sebastian-quixal-sl,Teléfono964451746,,,,Hogar y decoración,Material de construcción,Vinaròs
1683626065-585,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,ORTOPEDIA ORTO ROCA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/ortopedia-orto-roca,Teléfono964402283,Webhttp://ortoroca.es/index.php/,,"INSTITUT OFTALMIC DE VINAROS, SL",Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Vinaròs
1683626068-586,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,INSTALACIONES MARZA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/instalaciones-marza,Teléfono964450014,,,,Servicios,Servicios profesionales,Vinaròs
1683626071-587,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,ELECTRO HIPER EUROPA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/electro-hiper-europa-2,Teléfono964402000,Móvil628235816,Whatsapp628235816,EmailEBALLESTER_VINAROS@EHEUROPA.COM,"Informática, imagen y sonido",Electrodomésticos y electrónica en general,Vinaròs
1683626074-588,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,BAZAR GALVIN,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bazar-galvin,Teléfono964456306,,,,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Vinaròs
1683626077-589,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,PISCINA SERVOL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/piscina-servo,Teléfono964451423,EmailPISCINASERVOL@GMAIL.COM,,,"Ocio, deportes y aficiones","Gimnasios, boleras y otros centros deportivos",Vinaròs
1683626083-590,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,BODY LIFE,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/body-life-3,Teléfono977918268,Móvil645485305,EmailVINAROS@BODYLIFE.COM.ES,Webhttp://www.bodylife.com.es/,Salud y belleza,Herboristerías y dietética,Vinaròs
1683626086-591,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,MUNDO MOVIL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mundo-movi,Móvil642548695,EmailADELLOCUTORIO@GMAIL.COM,,,"Informática, imagen y sonido",Telefonía y telecomunicaciones,Vinaròs
1683626089-592,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,OFIMÁTICA SANCHO S.L,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/ofimatica-sancho,Teléfono964456903,Móvil689015653,,,Servicios,Servicios profesionales,Vinaròs
1683626092-593,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,OPTICS COTTET,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/optics-cottet,Teléfono964459293,Emailvin_mayo@cottet.net,Webhttps://cottet.es,,Salud y belleza,Ópticas,Vinaròs
1683626095-594,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,KIOSCO PORTILLA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-portilla,Teléfono964451179,,,CARTONAJES SERVOL SL,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Vinaròs
1683626098-595,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,NOVA CASA INTERIOR TEXTIL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/nova-casa,Teléfono964454636,EmailNOVACASAINTERIORTEXTIL@GMAIL.COM,,,Hogar y decoración,Textil hogar,Vinaròs
1683626101-596,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,TOLDOS JOVANI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/toldos-jovani,Teléfono964400864,,,,Hogar y decoración,Bricolaje (herramientas para casa y jardín),Vinaròs
1683626104-597,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,TOYOTA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/toyota-3,Teléfono964400646,,,,Vehículos,Compra-venta de vehículos,Vinaròs
1683626107-598,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,SANTOS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/santos,Teléfono964459316,,,RELVI CB,Hogar y decoración,Muebles,Vinaròs
1683626110-599,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,RECAMBIOS MARTI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/recambios-marti,Teléfono964452704,,,,Vehículos,Recambios,Vinaròs
1683626113-600,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,CITROEN,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/citroen-8,Teléfono964401515,Móvil674346830,Whatsapp674346830,Emailrecambios@angelcastejon.com,Vehículos,Compra-venta de vehículos,Vinaròs
1683626116-601,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,ABARGUES I ORTS ASSESSORS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/abargues-i-orts-assessors,Teléfono964456334,Móvil616531514,Whatsapp616531514,Emailabargues.orts@hotmail.com,Servicios,Servicios profesionales,Vinaròs
1683626123-602,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,ARTES GRÁFICAS CASTELL IMPRESORES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/artes-graficas-castell-impresores-sl,Teléfono964450085,Móvil722385017,EmailWEBMASTER@EDITORIALANTINEA.COM,Webhttp://editorialantinea.com/antineawp/,Servicios,Servicios profesionales,Vinaròs
1683626126-603,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,LA BÀSCULA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/la-bascula,EmailNIKA.SALES@GMAIL.COM,,,LA GRANJA SANT  GREGORY,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683626129-604,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,PCBOX VINARÒS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/pcbox-vinaros,Teléfono964455660,Móvil640717710,EmailCLIENTES2035@PCBOX.ES,Webhttps://www.pcbox.com/,"Informática, imagen y sonido",Informática y consolas,Vinaròs
1683626132-605,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,TIENDA MASCOTAS CAN POU DE L'OLLA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/tienda-mascotas-can-pou-olla,Móvil633182211,EmailTIENDACANPOUDELOLLA@GMAIL.COM,,TOT PER ELLS,"Flores, jardinería y animales",Mascotas y accesorios,Vinaròs
1683626135-606,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,FARMACIA SANZ,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/farmacia-sanz,Teléfono964451317,,,,Salud y belleza,Farmacias y parafarmacias,Vinaròs
1683626138-607,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,BONS ALIMENTS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/llegums,Móvil649459433,EmailSANTIBR@HOTMAIL.COM,Webhttps://mercatdevinaros.es/,,Hostelería y turismo,Comidas para llevar,Vinaròs
1683626141-608,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CHUCHERIES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/chucheries,Teléfono964454778,,,CARTONAJES SERVOL SL,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Vinaròs
1683626144-609,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,FANNYMAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/fannymar,Teléfono964407718,EmailFANNY.MAR@HOTMAIL.COM,,SARA NAILS,Droguería - Perfumería,Perfumería especializada y belleza,Vinaròs
1683626147-610,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,DELTAQUARI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/deltaquari,Teléfono964451039,EmailDELTAQUAR_@HOTMAIL.COM,,,"Flores, jardinería y animales",Mascotas y accesorios,Vinaròs
1683626150-611,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,BAZAR RUI LONG BAU,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bazar-rui-long-bau,Teléfono964402302,,,BAZAR GALVIN 2,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Vinaròs
1683626153-612,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,SPAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/spar-3,,,,SPAR,Alimentación,Supermercados,Vinaròs
1683626156-613,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CORTINATGES I TAPISSERIES FEBRER PASCUAL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cortinatges-i-tapisseries-febrer-pascual,Teléfono964452528,,,,Hogar y decoración,Textil hogar,Vinaròs
1683626162-614,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,DBLANC,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/dblanc,Teléfono964402194,EmailDBLANCVINAROS@GMAIL.COM,,BOM.BON,Moda y complementos,Moda mujer,Vinaròs
